name,age,height,position,foot,current club,09/10 date,09/10 left,09/10 joined,09/10 mv,09/10 fee,10/11 date,10/11 left,10/11 joined,10/11 mv,10/11 fee,11/12 date,11/12 left,11/12 joined,11/12 mv,11/12 fee,12/13 date,12/13 left,12/13 joined,12/13 mv,12/13 fee,15/16 date,15/16 left,15/16 joined,15/16 mv,15/16 fee,17/18 date,17/18 left,17/18 joined,17/18 mv,17/18 fee,current league,01/02 date,01/02 left,01/02 joined,01/02 mv,01/02 fee,06/07 date,06/07 left,06/07 joined,06/07 mv,06/07 fee,14/15 date,14/15 left,14/15 joined,14/15 mv,14/15 fee,16/17 date,16/17 left,16/17 joined,16/17 mv,16/17 fee,03/04 date,03/04 left,03/04 joined,03/04 mv,03/04 fee,04/05 date,04/05 left,04/05 joined,04/05 mv,04/05 fee,05/06 date,05/06 left,05/06 joined,05/06 mv,05/06 fee,07/08 date,07/08 left,07/08 joined,07/08 mv,07/08 fee,08/09 date,08/09 left,08/09 joined,08/09 mv,08/09 fee,13/14 date,13/14 left,13/14 joined,13/14 mv,13/14 fee,19/20 date,19/20 left,19/20 joined,19/20 mv,19/20 fee,18/19 mv,18/19 date,18/19 left,18/19 joined,18/19 fee,02/03 date,02/03 left,02/03 joined,02/03 mv,02/03 fee,98/99 date,98/99 left,98/99 joined,98/99 mv,98/99 fee,99/00 date,99/00 left,99/00 joined,99/00 mv,99/00 fee,00/01 date,00/01 left,00/01 joined,00/01 mv,00/01 fee,97/98 date,97/98 left,97/98 joined,97/98 mv,97/98 fee
James Ward-Prowse,24,177.0,Midfielder - Central Midfield,right,Southampton FC,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre-Emile Höjbjerg,24,185.0,Midfielder - Central Midfield,right,Southampton FC,"Jul 1, 2009",FCK Youth,Bröndby Youth,0,Free transfer,"Jul 1, 2010",Bröndby Youth,Bröndby IF U17,0,0,,,,,,"Jul 1, 2012",Bröndby IF U17,FC Bayern II,0,Free transfer,"Jun 30, 2016Aug 28, 2015",FC Schalke 04Bayern Munich,Bayern MunichFC Schalke 04,"6,00 mil. €6,50 mil. €","End of loanLoan fee:1,00 mil. €",,,,,,Premier League,,,,,,,,,,,"Jun 30, 2015Jan 7, 2015",FC AugsburgBayern Munich,Bayern MunichFC Augsburg,"4,00 mil. €4,00 mil. €",End of loanLoan,"Jul 11, 2016",Bayern Munich,Southampton,"6,00 mil. €","15,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",FC Bayern II,Bayern Munich,500 K €,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart Armstrong,27,183.0,Midfielder - Central Midfield,right,Southampton FC,,,,,,"Jul 1, 2010",Inverness U17,Dundee Utd U20,0,?,"Jul 1, 2011",Dundee Utd U20,Dundee United,0,0,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Feb 2, 2015",Dundee United,Celtic,600 K €,?,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Dyce Juniors,Inverness U17,0,?,,,,,,,,,,,"2,00 mil. €","Jul 1, 2018",Celtic,Southampton,"7,95 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Redmond,25,173.0,Forward - Left Winger,right,Southampton FC,,,,,,"Feb 1, 2011Jan 1, 2011",Burton AlbionBirmingham U18,Birmingham U18Burton Albion,0,End of loanLoan,"Jul 1, 2011",Birmingham U18,Birmingham,50 K €,0,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Norwich,Southampton,"7,50 mil. €","13,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 4, 2013",Birmingham,Norwich,"2,50 mil. €","2,30 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Djenepo,21,177.0,Forward - Left Winger,right,Southampton FC,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2017",Yeelen,Standard Liège,,50 K €,Premier League,,,,,,,,,,,,,,,,"Jun 30, 2017Jan 31, 2017",Standard LiègeYeelen,YeelenStandard Liège,,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2019",Standard Liège,Southampton,,"15,70 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofiane Boufal,26,175.0,Forward - Left Winger,right,Southampton FC,,,,,,,,,,,,,,,,"Jul 1, 2012",SCO Angers U19,SCO Angers B,0,0,,,,,,,,,,,Premier League,,,,,,,,,,,"Jan 9, 2015",SCO Angers,LOSC Lille,800 K €,"3,00 mil. €","Aug 29, 2016",LOSC Lille,Southampton,"13,00 mil. €","18,70 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",SCO Angers B,SCO Angers,0,0,,,,,,"12,00 mil. €12,00 mil. €","Jun 30, 2019Jul 20, 2018",Celta de VigoSouthampton,SouthamptonCelta de Vigo,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ings,27,178.0,Forward - Centre-Forward,right,Southampton FC,,,,,,"Dec 1, 2010Nov 1, 2010Jul 1, 2010",DorchesterBournemouthBournemouth U18,BournemouthDorchesterBournemouth,50 K €50 K €25 K €,,"Aug 1, 2011",Bournemouth,Burnley,75 K €,,,,,,,"Jul 1, 2015",Burnley,Liverpool,"12,00 mil. €",,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2019",Liverpool,Southampton,"15,00 mil. €",,"15,00 mil. €8,00 mil. €","Jun 30, 2019Aug 9, 2018",SouthamptonLiverpool,LiverpoolSouthampton,,,,,,,,,,,,,,,,,,,,,,,,,,
Che Adams,23,179.0,Forward - Centre-Forward,right,Southampton FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Nov 14, 2014",Ilkeston,Sheffield Utd.,0,?,"Aug 8, 2016",Sheffield Utd.,Birmingham,350 K €,"2,20 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2019",Birmingham,Southampton,"7,00 mil. €","16,70 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Long,32,180.0,Forward - Centre-Forward,both,Southampton FC,,,,,,,,,,,"Aug 1, 2011",Reading,West Brom,"2,00 mil. €","5,10 mil. €",,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Aug 14, 2014",Hull City,Southampton,"6,00 mil. €","14,90 mil. €",,,,,,,,,,,"Jul 1, 2004",Cork City U20,Cork City,0,0,"Jul 1, 2005",Cork City,Reading,0,75 K €,,,,,,,,,,,"Jan 17, 2014",West Brom,Hull City,"5,50 mil. €","8,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Obafemi,19,170.0,Forward - Centre-Forward,right,Southampton FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Leyton Orient Y,Southampton U18,,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 1, 2019Jul 1, 2018",Southampton U23Southampton U18,SouthamptonSouthampton U23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Hennessey,32,197.0,Goalkeeper,right,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Apr 1, 2007Jan 1, 2007Sep 1, 2006Aug 1, 2006Jul 1, 2006",StockportWolvesBristol CityWolvesWolves U18,WolvesStockportWolvesBristol CityWolves,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jan 31, 2014Nov 17, 2013Aug 21, 2013",WolvesYeovil TownWolves,Crystal PalaceWolvesYeovil Town,"2,50 mil. €2,50 mil. €2,50 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicente Guaita,32,190.0,Goalkeeper,right,Crystal Palace,"Jun 30, 2010Jul 1, 2009",Recr. HuelvaValencia,ValenciaRecr. Huelva,600 K €500 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 31, 2014",Valencia,Getafe,"3,00 mil. €",Free transfer,,,,,,,,,,,,,,,,"Jul 1, 2005",Valencia U19,Valencia B,0,0,,,,,,"Dec 1, 2008",Valencia B,Valencia,300 K €,0,,,,,,,,,,,"5,00 mil. €","Jul 1, 2018",Getafe,Crystal Palace,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Henderson,31,188.0,Goalkeeper,right,Crystal Palace,"Mar 7, 2010Feb 1, 2010Jan 1, 2010Dec 1, 2009",Aldershot TownBristol CityWycombeBristol City,Bristol CityAldershot TownBristol CityWycombe,,End of loanLoanEnd of loanLoan,"May 31, 2011Jan 1, 2011Oct 1, 2010Sep 17, 2010",Yeovil TownBristol CityYeovil TownBristol City,Bristol CityYeovil TownBristol CityYeovil Town,,End of loanLoanEnd of loanLoan,"May 20, 2012Mar 16, 2012Jul 8, 2011",West HamPortsmouthBristol City,PortsmouthWest HamPortsmouth,,End of loanLoan185 K €,"Mar 21, 2013Jan 31, 2013Jan 13, 2013Oct 16, 2012Jul 1, 2012",IpswichWest HamIpswichWest HamPortsmouth,West HamIpswichWest HamIpswichWest Ham,,End of loanLoanEnd of loanLoan745 K €,,,,,,"May 31, 2018Jan 31, 2018",PortsmouthNottm Forest,Nottm ForestPortsmouth,,End of loanLoan,Premier League,,,,,,,,,,,"Jul 21, 2014",West Ham,Charlton,,Free transfer,"Jul 22, 2016",Charlton,Nottm Forest,,Free transfer,,,,,,,,,,,,,,,,"Apr 27, 2008Feb 29, 2008Oct 1, 2007Aug 31, 2007Jul 1, 2007",Weymouth FCBristol CityYork CityBristol CityAston Villa U18,Bristol CityWeymouth FCBristol CityYork CityBristol City,,End of loanLoanEnd of loanLoanFree transfer,,,,,,"Oct 22, 2013Oct 3, 2013",BournemouthWest Ham,West HamBournemouth,,End of loanLoan,"Jul 6, 2019",Nottm Forest,Crystal Palace,,Free transfer,,"Dec 25, 2018Dec 4, 2018",WycombeNottm Forest,Nottm ForestWycombe,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Henry,22,192.0,Goalkeeper,,Crystal Palace,,,,,,,,,,,,,,,,,,,,,"May 31, 2016Mar 24, 2016",Soham RangersPeterborough,PeterboroughSoham Rangers,50 K €50 K €,End of loanLoan,"Aug 4, 2017",Peterborough,Crystal Palace,50 K €,Free transfer,Premier League,,,,,,,,,,,"Jul 1, 2014",Peterb. U18,Peterborough,0,0,"Nov 30, 2016Aug 31, 2016",Boston UnitedPeterborough,PeterboroughBoston United,50 K €50 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 K €50 K €,"May 31, 2019Jan 31, 2019",MaidstoneCrystal Palace,Crystal PalaceMaidstone,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Mamadou Sakho,29,187.0,Defender - Centre-Back,left,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,"Aug 31, 2017",Liverpool,Crystal Palace,"15,00 mil. €","28,20 mil. €",Premier League,,,,,,"Jul 1, 2006",Paris SG U17,Paris SG U19,0,0,,,,,,"May 31, 2017Jan 31, 2017",Crystal PalaceLiverpool,LiverpoolCrystal Palace,"10,00 mil. €12,00 mil. €","End of loanLoan fee:2,30 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2007",Paris SG U19,Paris SG,0,0,,,,,,"Sep 2, 2013",Paris SG,Liverpool,"15,00 mil. €","19,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Tomkins,30,192.0,Defender - Centre-Back,right,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 5, 2016",West Ham,Crystal Palace,"6,00 mil. €","11,70 mil. €",,,,,,,,,,,,,,,,"Jul 1, 2007",West Ham U18,West Ham,0,0,"Dec 31, 2008Nov 27, 2008",DerbyWest Ham,West HamDerby,800 K €800 K €,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Cahill,33,193.0,Defender - Centre-Back,right,Crystal Palace,,,,,,,,,,,"Jan 16, 2012",Bolton,Chelsea,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,"May 9, 2005Nov 9, 2004Jul 1, 2004",BurnleyAston VillaAston Villa U18,Aston VillaBurnleyAston Villa,,,,,,,,"Jan 30, 2008Dec 31, 2007Sep 19, 2007",Aston VillaSheffield Utd.Aston Villa,BoltonAston VillaSheffield Utd.,,,,,,,,,,,,,"Aug 5, 2019",Chelsea,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairo Riedewald,23,182.0,Defender - Centre-Back,left,Crystal Palace,,,,,,,,,,,,,,,,"Jul 1, 2011",Ajax Amsterdam,Ajax U17,0,0,,,,,,"Jul 24, 2017",Ajax,Crystal Palace,"5,00 mil. €","9,00 mil. €",Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Haarlem Youth,Ajax Amsterdam,0,Free transfer,"Jan 1, 2014Jul 1, 2013",Ajax U19Ajax U17,AjaxAjax U19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Dann,32,194.0,Defender - Centre-Back,right,Crystal Palace,"Jul 1, 2009",Coventry,Birmingham,750 K €,,,,,,,"Aug 1, 2011",Birmingham,Blackburn,"4,50 mil. €",,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,"May 1, 2005Mar 1, 2005Jul 1, 2004",Köge BKWalsallWalsall U18,WalsallKöge BKWalsall,0,,"May 1, 2006Oct 1, 2005",RedditchWalsall,WalsallRedditch,0,,"Jan 1, 2008",Walsall,Coventry,0,,,,,,,"Jan 31, 2014",Blackburn,Crystal Palace,"4,00 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick van Aanholt,29,176.0,Defender - Left-Back,left,Crystal Palace,"Feb 28, 2010Jan 29, 2010Dec 31, 2009Aug 7, 2009Jul 1, 2009",NewcastleChelseaCoventryChelseaChelsea U18,ChelseaNewcastleChelseaCoventryChelsea,,,"May 31, 2011Jan 26, 2011",LeicesterChelsea,ChelseaLeicester,,,"Jan 17, 2012Jan 6, 2012Aug 31, 2011",ChelseaWiganChelsea,VitesseChelseaWigan,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Jul 25, 2014",Chelsea,Sunderland,,,"Jan 30, 2017",Sunderland,Crystal Palace,,,,,,,,,,,,,"Jul 1, 2005",Den Bosch Yth.,PSV U17,,,"Jul 1, 2007",PSV U17,Chelsea U18,,,,,,,,"Jun 30, 2014",Vitesse,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Ward,29,186.0,Defender - Right-Back,right,Crystal Palace,,,,,,,,,,,,,,,,"Jul 1, 2012",Portsmouth,Crystal Palace,"1,00 mil. €",,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2009Aug 7, 2008Jul 1, 2008",BournemouthPortsmouthPortsmouth U18,PortsmouthBournemouthPortsmouth,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Kelly,29,191.0,Defender - Right-Back,right,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Aug 14, 2014",Liverpool,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2009Mar 26, 2009Jul 1, 2008",HuddersfieldLiverpoolLiverpool U18,LiverpoolHuddersfieldLiverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Milivojevic,28,186.0,Midfielder - Defensive Midfield,right,Crystal Palace,,,,,,,,,,,"Jan 1, 2012",Rad,Red Star,800 K €,708 K €,,,,,,"Jul 1, 2015",RSC Anderlecht,Olympiacos,"2,75 mil. €","2,30 mil. €",,,,,,Premier League,,,,,,,,,,,"Jun 30, 2015Sep 1, 2014",OlympiacosRSC Anderlecht,RSC AnderlechtOlympiacos,"2,75 mil. €2,00 mil. €",End of loanLoan fee:600 K €,"Jan 31, 2017",Olympiacos,Crystal Palace,"8,00 mil. €","15,10 mil. €",,,,,,,,,,,,,,,,,,,,,"Jul 1, 2008",Radnicki 1923,Rad,0,Free transfer,"Jul 27, 2013",Red Star,RSC Anderlecht,"2,50 mil. €","2,70 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheikhou KouyatÃ©,29,189.0,Midfielder - Defensive Midfield,right,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",ASC Yeggo,FC BrÃ¼ssel U19,0,?,"Jul 1, 2014",RSC Anderlecht,West Ham,"7,00 mil. â‚¬","7,50 mil. â‚¬",,,,,,,,,,,,,,,,,,,,,"Jan 1, 2008",FC BrÃ¼ssel U19,FC BrÃ¼ssel,0,0,"Jun 30, 2009Aug 1, 2008Jul 1, 2008",KV KortrijkRSC AnderlechtFC BrÃ¼ssel,RSC AnderlechtKV KortrijkRSC Anderlecht,350 K â‚¬350 K â‚¬350 K â‚¬,End of loanLoanFree transfer,,,,,,,,,,,"12,00 mil. â‚¬","Aug 2, 2018",West Ham,Crystal Palace,"10,70 mil. â‚¬",,,,,,,,,,,,,,,,,,,,,,,,,
Víctor Camarasa,25,183.0,Midfielder - Central Midfield,right,Crystal Palace,,,,,,,,,,,"Jul 1, 2011",Valencia CF You,CF Cracks,0,Free transfer,"Jul 1, 2012",CF Cracks,Levante U19,0,Free transfer,,,,,,"Jul 1, 2017",Levante,Real Betis,"5,00 mil. €","7,00 mil. €",Premier League,,,,,,,,,,,"Jul 1, 2014",Atl. Levante,Levante,0,0,"Jun 30, 2017Aug 11, 2016",AlavésLevante,LevanteAlavés,"5,00 mil. €3,00 mil. €",End of loanLoan fee:350 K €,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2013",Levante U19,Levante B,0,0,"Aug 7, 2019",Real Betis,Crystal Palace,"10,00 mil. €","Loan fee:1,50 mil. €","10,00 mil. €6,00 mil. €","Jun 30, 2019Aug 9, 2018",CardiffReal Betis,Real BetisCardiff,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
James McArthur,32,178.0,Midfielder - Central Midfield,both,Crystal Palace,,,,,,"Jul 1, 2010",Hamilton Acad.,Wigan,"1,75 mil. €",600 K €,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,"Sep 1, 2014",Wigan,Crystal Palace,"3,00 mil. €","8,80 mil. €",,,,,,,,,,,"Jul 1, 2004",Hamilton A. U20,Hamilton Acad.,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James McCarthy,28,180.0,Midfielder - Central Midfield,right,Crystal Palace,"Jul 16, 2009",Hamilton Acad.,Wigan,"1,25 mil. €","5,10 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,"Jul 1, 2006",Hamilton A. U17,Hamilton Acad.,0,0,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2005",Celtic U17,Hamilton A. U17,0,Free transfer,,,,,,,,,,,"Sep 2, 2013",Wigan,Everton,"7,50 mil. €","15,30 mil. €","Aug 8, 2019",Everton,Crystal Palace,"5,00 mil. €","3,30 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Schlupp,26,178.0,Midfielder - Left Midfield,left,Crystal Palace,,,,,,"May 31, 2011Mar 14, 2011Jul 1, 2010",BrentfordLeicesterLeicester U18,LeicesterBrentfordLeicester,,,,,,,,,,,,,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jan 13, 2017",Leicester,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Meyer,24,173.0,Midfielder - Attacking Midfield,right,Crystal Palace,"Jul 1, 2009",Duisburg Yth.,Schalke 04 Yth.,0,Free transfer,"Jul 1, 2010",Schalke 04 Yth.,Schalke 04 U17,0,0,"Jan 1, 2012",Schalke 04 U17,Schalke 04 U19,0,0,"Jan 1, 2013",Schalke 04 U19,FC Schalke 04,0,0,,,,,,,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2004",RW Oberh. Yth.,Duisburg Yth.,0,Free transfer,,,,,,,,,,,,,,,,,,,,,,,,,,"18,00 mil. €","Aug 2, 2018",FC Schalke 04,Crystal Palace,Free transfer,"Jul 1, 2002",S. Oberh. Yth.,RW Oberh. Yth.,0.0,Free transfer,,,,,,,,,,,,,,,,,,,,
Wilfried Zaha,26,180.0,Forward - Right Winger,right,Crystal Palace,,,,,,"Jul 1, 2010",Palace U18,Crystal Palace,0,0,,,,,,"May 31, 2013Jan 26, 2013Jan 25, 2013",Crystal PalaceMan UtdCrystal Palace,Man UtdCrystal PalaceMan Utd,"12,00 mil. €3,50 mil. €3,50 mil. €","End of loanLoan11,75 mil. €",,,,,,,,,,,Premier League,,,,,,,,,,,"Feb 2, 2015Feb 1, 2015Aug 28, 2014",Man UtdCrystal PalaceMan Utd,Crystal PalaceMan UtdCrystal Palace,"8,00 mil. €8,00 mil. €8,00 mil. €","3,80 mil. €End of loanLoan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 31, 2014Jan 31, 2014",CardiffMan Utd,Man UtdCardiff,"8,00 mil. €9,00 mil. €","End of loanLoan fee:1,80 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andros Townsend,28,181.0,Forward - Right Winger,left,Crystal Palace,"Feb 1, 2010Jan 1, 2010Dec 1, 2009Aug 1, 2009",MK DonsSpursLeyton OrientSpurs,SpursMK DonsSpursLeyton Orient,,,"May 1, 2011Mar 1, 2011Feb 1, 2011Jan 1, 2011Dec 1, 2010Aug 1, 2010",MillwallSpursWatfordSpursIpswichSpurs,SpursMillwallSpursWatfordSpursIpswich,,,"May 1, 2012Mar 1, 2012Feb 1, 2012Jan 1, 2012",BirminghamSpursLeedsSpurs,SpursBirminghamSpursLeeds,,,"May 31, 2013Jan 31, 2013",QPRSpurs,SpursQPR,,,"Jan 27, 2016",Spurs,Newcastle,,,,,,,,Premier League,,,,,,,,,,,,,,,,"Jul 1, 2016",Newcastle,Crystal Palace,,,,,,,,,,,,,,,,,,,,,,,"May 1, 2009Mar 1, 2009Jul 1, 2008",Yeovil TownSpursTottenham U18,SpursYeovil TownSpurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Benteke,28,190.0,Forward - Centre-Forward,right,Crystal Palace,"Jun 30, 2010Aug 7, 2009",KV KortrijkStandard Liège,Standard LiègeKV Kortrijk,"850 K €1,00 mil. €",,"Jun 30, 2011Aug 31, 2010",KV MechelenStandard Liège,Standard LiègeKV Mechelen,"1,20 mil. €1,50 mil. €",,"Aug 31, 2011",Standard Liège,KRC Genk,"1,20 mil. €",,"Aug 31, 2012",KRC Genk,Aston Villa,"3,00 mil. €",,"Jul 22, 2015",Aston Villa,Liverpool,"20,00 mil. €",,,,,,,Premier League,,,,,,"Jan 1, 2007Jul 1, 2006",KRC Genk U17Standard U17,KRC Genk U19KRC Genk U17,0,,,,,,,"Aug 20, 2016",Liverpool,Crystal Palace,"27,00 mil. €",,,,,,,,,,,,"Jul 1, 2005",Standard Liège,Standard U17,0,,"Jan 1, 2008",KRC Genk U19,KRC Genk,0,,"Jan 1, 2009",KRC Genk,Standard Liège,250 K €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Ayew,28,182.0,Forward - Centre-Forward,right,Crystal Palace,"Jul 1, 2009",Marseille B,Marseille,0,0,,,,,,,,,,,,,,,,"Jul 27, 2015",FC Lorient,Aston Villa,"6,00 mil. €","12,00 mil. €",,,,,,Premier League,,,,,,,,,,,"Jul 28, 2014",Marseille,FC Lorient,"3,00 mil. €","4,00 mil. €","Jan 31, 2017",Aston Villa,Swansea,"7,50 mil. €","5,80 mil. €",,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2014Jan 6, 2014",FC SochauxMarseille,MarseilleFC Sochaux,"3,00 mil. €5,00 mil. €",End of loanLoan,"Jul 25, 2019",Swansea,Crystal Palace,"8,00 mil. €","2,80 mil. €","8,00 mil. €8,00 mil. €","May 31, 2019Aug 9, 2018",Crystal PalaceSwansea,SwanseaCrystal Palace,End of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Wickham,26,189.0,Forward - Centre-Forward,right,Crystal Palace,"Jul 1, 2009",Ipswich U18,Ipswich,0,0,,,,,,"Jul 1, 2011",Ipswich,Sunderland,"4,00 mil. €","9,00 mil. €","Mar 14, 2013Feb 8, 2013",Sheff WedSunderland,SunderlandSheff Wed,"5,00 mil. €5,00 mil. €",End of loanLoan,"Aug 3, 2015",Sunderland,Crystal Palace,"5,00 mil. €","10,00 mil. €",,,,,,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mar 23, 2014Feb 26, 2014Jan 27, 2014Nov 1, 2013",LeedsSunderlandSheff WedSunderland,SunderlandLeedsSunderlandSheff Wed,"5,00 mil. €5,00 mil. €5,00 mil. €5,00 mil. €",End of loanLoanEnd of loanLoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Foster,36,193.0,Goalkeeper,right,Watford FC,,,,,,"Jul 1, 2010",Man Utd,Birmingham,,"7,00 mil. €","May 31, 2012Jul 29, 2011",West BromBirmingham,BirminghamWest Brom,,"End of loanLoan fee:1,10 mil. €","Jul 1, 2012",Birmingham,West Brom,,"5,00 mil. €",,,,,,,,,,,Premier League,"Jul 1, 2001",RC Warwick,Stoke City,,100 K €,"May 1, 2007",Watford,Man Utd,,End of loan,,,,,,,,,,,,,,,,"May 1, 2005Jan 1, 2005Nov 1, 2004Oct 1, 2004",WrexhamStoke CityKidderminsterStoke City,Stoke CityWrexhamStoke CityKidderminster,,End of loanLoanEnd of loanLoan,"Aug 1, 2005Jul 1, 2005",Man UtdStoke City,WatfordMan Utd,,"Loan2,00 mil. €",,,,,,,,,,,,,,,,,,,,,,"Jul 5, 2018",West Brom,Watford,"2,80 mil. €","Dec 1, 2002Nov 1, 2002",Bristol CityStoke City,Stoke CityBristol City,,End of loanLoan,,,,,,,,,,,"Jul 1, 2000",Unknown,RC Warwick,,?,,,,,
